pef_max,temperature,temperature_min,temperature_max,pressure,humidity,wind_speed,wind_deg,aqi,hr
0.5507246376811594,10.25,8.29000000000002,12.19,1023.0,93.0,7.91,319.0,1.0,88.0
0.6459627329192547,6.64000000000004,3.05000000000001,11.55,1026.0,93.0,3.65,272.0,1.0,91.0
0.6853002070393375,6.64000000000004,3.05000000000001,11.55,1026.0,93.0,3.65,272.0,1.0,99.0
0.6356107660455487,11.48,10.44,12.43,1023.0,87.0,6.45,261.0,1.0,73.0
0.6459627329192547,10.01,9.32000000000005,10.99,1017.0,93.0,5.75,186.0,2.0,101.0
0.6314699792960663,15.65,14.88,17.18,1012.0,100.0,4.41,196.0,1.0,91.0
0.7080745341614907,15.33,14.36,16.05,1000.0,90.0,6.85,229.0,1.0,82.0
0.6708074534161491,15.33,14.36,16.05,1000.0,90.0,6.85,229.0,1.0,87.0
0.6376811594202898,8.26000000000005,7.66000000000003,9.05000000000001,996.0,87.0,14.05,336.0,1.0,106.0
0.6231884057971014,8.48000000000002,7.21000000000004,9.92000000000002,1012.0,83.0,10.3,292.0,2.0,100.0
0.650103519668737,8.48000000000002,7.21000000000004,9.92000000000002,1012.0,83.0,10.3,292.0,2.0,112.0
0.7122153209109731,8.0,6.42000000000002,9.52000000000004,1020.0,91.0,5.04,200.0,1.0,97.0
0.6356107660455487,8.0,6.42000000000002,9.52000000000004,1020.0,91.0,5.04,200.0,1.0,85.0
0.6356107660455487,10.18,9.19,11.21,1012.0,83.0,9.94,190.0,2.0,87.0
0.6708074534161491,9.99000000000001,8.85000000000002,11.3200000000001,1013.0,93.0,6.88,219.0,1.0,91.0
0.5942028985507246,9.99000000000001,8.85000000000002,11.3200000000001,1013.0,93.0,6.88,219.0,1.0,89.0
0.6149068322981367,8.18000000000001,7.10000000000002,9.40000000000003,1015.0,93.0,6.47,225.0,1.0,111.0
0.6853002070393375,8.18000000000001,7.10000000000002,9.40000000000003,1015.0,93.0,6.47,225.0,1.0,88.0
0.650103519668737,14.17,13.36,15.11,1015.0,87.0,10.37,229.0,1.0,109.0
0.6894409937888198,14.17,13.36,15.11,1015.0,87.0,10.37,229.0,1.0,117.0
0.6853002070393375,11.72,10.44,13.21,1011.0,81.0,9.7,193.0,1.0,101.0
0.5921325051759835,11.72,10.44,13.21,1011.0,81.0,9.7,193.0,1.0,87.0
0.6190476190476191,12.7,11.97,13.41,990.0,92.0,11.48,174.0,1.0,77.0
0.6977225672877847,8.62,8.21000000000004,9.10000000000002,989.0,76.0,12.21,224.0,1.0,96.0
0.6542443064182195,2.61000000000001,1.59000000000003,3.21000000000004,997.0,86.0,4.37,248.0,1.0,90.0
0.6811594202898551,2.61000000000001,1.59000000000003,3.21000000000004,997.0,86.0,4.37,248.0,1.0,76.0
0.7432712215320911,2.42000000000002,2.05000000000001,4.65000000000003,1001.0,83.0,4.21,294.0,1.0,104.0
0.6935817805383023,2.42000000000002,2.05000000000001,4.65000000000003,1001.0,83.0,4.21,294.0,1.0,82.0
0.7122153209109731,6.84000000000003,5.96000000000004,8.39000000000004,1009.0,78.0,9.85,359.0,1.0,107.0
0.7287784679089027,6.84000000000003,5.96000000000004,8.39000000000004,1009.0,78.0,9.85,359.0,1.0,78.0
0.6749482401656315,4.64000000000004,0.520000000000039,6.32000000000005,1023.0,82.0,5.9,305.0,1.0,96.0
0.8074534161490683,4.64000000000004,0.520000000000039,6.32000000000005,1023.0,82.0,5.9,305.0,1.0,108.0
0.6749482401656315,8.68000000000001,8.21000000000004,9.10000000000002,1024.0,87.0,7.47,236.0,1.0,88.0
0.7494824016563147,8.68000000000001,8.21000000000004,9.10000000000002,1024.0,87.0,7.47,236.0,1.0,113.0
0.7287784679089027,7.58000000000004,7.03000000000003,9.21000000000004,1016.0,81.0,0.45,66.0,2.0,119.0
0.6666666666666666,7.58000000000004,7.03000000000003,9.21000000000004,1016.0,81.0,0.45,66.0,2.0,87.0
0.6190476190476191,5.01000000000005,3.02000000000004,6.20000000000005,1022.0,86.0,3.95,261.0,1.0,91.0
0.6935817805383023,5.01000000000005,3.02000000000004,6.20000000000005,1022.0,86.0,3.95,261.0,1.0,91.0
0.7080745341614907,11.02,9.92000000000002,11.3200000000001,1021.0,93.0,6.39,220.0,1.0,84.0
0.7391304347826086,11.02,9.92000000000002,11.3200000000001,1021.0,93.0,6.39,220.0,1.0,71.0
0.6894409937888198,10.71,9.88,11.76,1021.0,93.0,3.56,243.0,1.0,100.0
0.6708074534161491,10.71,9.88,11.76,1021.0,93.0,3.56,243.0,1.0,95.0
0.6977225672877847,10.84,9.54000000000002,11.76,1023.0,93.0,2.49,262.0,2.0,93.0
0.6708074534161491,9.91000000000003,9.40000000000003,10.21,1011.0,93.0,9.72,192.0,2.0,87.0
0.6356107660455487,9.91000000000003,9.40000000000003,10.21,1011.0,93.0,9.72,192.0,2.0,77.0
0.7039337474120083,11.23,10.56,12.27,1013.0,81.0,7.81,316.0,1.0,109.0
0.6625258799171843,11.23,10.56,12.27,1013.0,81.0,7.81,316.0,1.0,79.0
0.7329192546583851,11.31,10.52,12.05,1023.0,93.0,6.28,54.0,1.0,108.0
0.722567287784679,11.31,10.52,12.05,1023.0,93.0,6.28,54.0,1.0,71.0
0.6853002070393375,9.39000000000004,8.02000000000004,10.21,1027.0,93.0,2.04,123.0,1.0,102.0
0.6977225672877847,7.63,3.42000000000002,9.32000000000005,1023.0,100.0,3.65,222.0,2.0,90.0
0.6853002070393375,7.63,3.42000000000002,9.32000000000005,1023.0,100.0,3.65,222.0,2.0,87.0
0.6853002070393375,7.03000000000003,5.48000000000002,8.54000000000002,1020.0,81.0,7.89,297.0,1.0,110.0
0.6977225672877847,7.5,6.77000000000004,8.54000000000002,1025.0,93.0,8.53,244.0,1.0,102.0
0.29606625258799174,8.43000000000001,7.02000000000004,10.21,1028.0,91.0,7.13,257.0,1.0,86.0
0.6853002070393375,6.95000000000005,5.99000000000001,8.05000000000001,1018.0,65.0,11.5,1.0,2.0,93.0
0.4720496894409938,6.84000000000003,3.47000000000003,8.54000000000002,1029.0,68.0,8.91,25.0,1.0,101.0
0.8757763975155279,6.84000000000003,3.47000000000003,8.54000000000002,1029.0,68.0,8.91,25.0,1.0,74.0
0.722567287784679,3.89000000000004,1.02000000000004,4.36000000000001,1032.0,74.0,4.04,310.0,1.0,110.0
0.7080745341614907,3.89000000000004,1.02000000000004,4.36000000000001,1032.0,74.0,4.04,310.0,1.0,110.0
0.5921325051759835,5.04000000000002,2.88,7.10000000000002,1023.0,87.0,4.37,235.0,1.0,105.0
0.6542443064182195,5.04000000000002,2.88,7.10000000000002,1023.0,87.0,4.37,235.0,1.0,94.0
0.8964803312629399,5.27000000000004,2.18000000000001,6.55000000000001,1015.0,69.0,10.6,346.0,1.0,115.0
0.6149068322981367,4.01000000000005,3.21000000000004,4.88,994.0,93.0,12.91,223.0,1.0,103.0
1.0,4.01000000000005,3.21000000000004,4.88,994.0,93.0,12.91,223.0,1.0,105.0
0.6666666666666666,2.05000000000001,-0.979999999999961,2.05000000000001,1011.0,64.0,6.69,344.0,2.0,101.0
0.6935817805383023,8.67000000000002,8.21000000000004,9.10000000000002,1008.0,93.0,11.15,273.0,1.0,81.0
0.6811594202898551,6.84000000000003,6.55000000000001,7.31,989.0,81.0,14.75,293.0,1.0,86.0
0.6625258799171843,2.24000000000001,1.55000000000001,2.99000000000001,1005.0,84.0,14.77,317.0,2.0,104.0
0.7287784679089027,2.24000000000001,1.55000000000001,2.99000000000001,1005.0,84.0,14.77,317.0,2.0,108.0
0.6935817805383023,1.96000000000004,1.55000000000001,2.66000000000003,1004.0,100.0,10.27,210.0,1.0,102.0
0.7080745341614907,4.56,3.77000000000004,5.21000000000004,994.0,80.0,8.01,267.0,1.0,111.0
0.6977225672877847,5.67000000000002,4.36000000000001,6.55000000000001,1002.0,80.0,9.06,17.0,1.0,85.0
0.6811594202898551,1.56,0.700000000000045,2.31,1011.0,88.0,5.14,187.0,1.0,107.0
0.7391304347826086,1.56,0.700000000000045,2.31,1011.0,88.0,5.14,187.0,1.0,78.0
0.6977225672877847,0.840000000000032,0.0200000000000387,1.32000000000005,1006.0,93.0,5.55,219.0,1.0,108.0
0.6977225672877847,6.35000000000002,4.88,7.10000000000002,986.0,75.0,14.55,219.0,1.0,110.0
0.6273291925465838,4.78000000000003,4.32000000000005,5.14000000000004,998.0,86.0,6.27,253.0,1.0,84.0
0.6356107660455487,11.01,10.44,12.05,1015.0,93.0,5.83,237.0,1.0,85.0
0.7080745341614907,11.01,10.44,12.05,1015.0,93.0,5.83,237.0,1.0,82.0
0.7598343685300207,11.27,10.66,12.05,1022.0,81.0,6.13,202.0,1.0,107.0
0.6356107660455487,9.94,7.66000000000003,10.65,1023.0,95.0,4.03,244.0,1.0,108.0
0.6190476190476191,8.22000000000003,6.59000000000003,9.96000000000004,1027.0,81.0,6.61,245.0,1.0,116.0
0.6376811594202898,5.40000000000003,3.81,8.47000000000003,1035.0,93.0,4.33,255.0,1.0,97.0
0.650103519668737,1.05000000000001,1.05000000000001,3.54000000000002,1040.0,90.0,1.06,34.0,2.0,86.0
0.6128364389233955,6.47000000000003,5.48000000000002,7.32000000000005,1040.0,89.0,2.52,64.0,1.0,85.0
0.6811594202898551,3.22000000000003,1.59000000000003,3.98000000000002,1035.0,91.0,4.86,324.0,1.0,97.0
0.6666666666666666,5.41000000000003,4.32000000000005,6.05000000000001,1030.0,71.0,4.92,39.0,2.0,114.0
0.6459627329192547,2.83000000000004,2.18000000000001,3.81,1026.0,58.0,1.05,42.0,1.0,79.0
0.6977225672877847,-0.849999999999966,-1.94999999999999,0.770000000000039,1023.0,76.0,4.45,178.0,4.0,95.0
0.782608695652174,-0.849999999999966,-1.94999999999999,0.770000000000039,1023.0,76.0,4.45,178.0,4.0,84.0
0.6542443064182195,3.69,3.02000000000004,4.65000000000003,1007.0,100.0,6.04,200.0,4.0,91.0
0.6935817805383023,7.01000000000005,4.92000000000002,8.05000000000001,1003.0,100.0,7.11,247.0,1.0,103.0
0.6935817805383023,3.85000000000002,3.21000000000004,4.88,1008.0,100.0,10.93,91.0,1.0,108.0
0.6128364389233955,2.61000000000001,0.930000000000007,3.41000000000003,1004.0,87.0,8.42,128.0,1.0,89.0
0.6749482401656315,2.61000000000001,0.930000000000007,3.41000000000003,1004.0,87.0,8.42,128.0,1.0,88.0
0.6935817805383023,4.91000000000003,3.83000000000004,5.63,994.0,96.0,3.4,202.0,1.0,104.0
0.650103519668737,7.70000000000005,6.92000000000002,8.25,986.0,97.0,3.93,343.0,1.0,101.0
0.7287784679089027,7.70000000000005,6.92000000000002,8.25,986.0,97.0,3.93,343.0,1.0,117.0
0.6459627329192547,6.29000000000002,5.99000000000001,7.05000000000001,1004.0,100.0,4.39,191.0,1.0,106.0
0.6045548654244306,13.5700000000001,12.66,14.65,1006.0,93.0,10.87,229.0,1.0,106.0
0.7329192546583851,13.5700000000001,12.66,14.65,1006.0,93.0,10.87,229.0,1.0,83.0
0.6708074534161491,13.0,12.1,14.05,1010.0,100.0,10.54,223.0,1.0,108.0
0.6708074534161491,12.38,11.63,13.54,1015.0,87.0,9.94,193.0,1.0,89.0
0.6666666666666666,11.22,9.36000000000001,12.36,1006.0,86.0,11.79,229.0,1.0,91.0
0.6376811594202898,8.33000000000004,7.70000000000005,9.05000000000001,1006.0,80.0,12.01,240.0,1.0,71.0
0.6190476190476191,5.17000000000002,3.25,7.10000000000002,997.0,96.0,8.5,5.0,2.0,107.0
0.7184265010351967,2.22000000000003,1.25,3.81,1006.0,86.0,12.1,307.0,1.0,107.0
0.6273291925465838,-2.01999999999998,-3.97999999999996,-0.349999999999966,1018.0,80.0,4.94,241.0,1.0,113.0
0.6666666666666666,2.79000000000002,1.57000000000005,3.75,1005.0,80.0,10.49,242.0,1.0,83.0
0.6356107660455487,5.73000000000002,4.79000000000002,7.84000000000003,994.0,100.0,8.94,200.0,1.0,94.0
0.6935817805383023,2.51000000000005,1.59000000000003,3.05000000000001,997.0,86.0,10.88,286.0,1.0,101.0
0.6666666666666666,3.0,1.02000000000004,4.10000000000002,1017.0,93.0,3.46,209.0,1.0,83.0
0.6853002070393375,7.79000000000002,6.55000000000001,8.77000000000004,1026.0,100.0,6.52,198.0,2.0,98.0
0.6459627329192547,7.79000000000002,6.55000000000001,8.77000000000004,1026.0,100.0,6.52,198.0,2.0,110.0
0.6459627329192547,0.770000000000039,-2.97999999999996,2.43000000000001,1039.0,85.0,5.08,269.0,2.0,108.0
0.7660455486542443,1.46000000000004,-0.0799999999999841,2.99000000000001,1040.0,86.0,5.68,257.0,2.0,100.0
0.6542443064182195,0.660000000000025,-0.979999999999961,1.88,1036.0,85.0,4.23,292.0,2.0,71.0
0.7598343685300207,1.82000000000005,-1.19,3.25,1034.0,93.0,6.22,289.0,1.0,106.0
0.6583850931677019,-0.20999999999998,-3.97999999999996,2.43000000000001,1037.0,78.0,4.17,221.0,2.0,91.0
0.7598343685300207,4.23000000000002,2.70000000000005,5.08000000000004,1022.0,93.0,7.93,236.0,2.0,101.0
0.782608695652174,3.51000000000005,2.27000000000004,4.08000000000004,1032.0,73.0,10.18,346.0,2.0,92.0
0.7329192546583851,3.94,2.04000000000002,5.94,1037.0,87.0,3.66,255.0,1.0,112.0
0.7122153209109731,4.52000000000004,0.370000000000005,7.05000000000001,1034.0,79.0,4.87,237.0,1.0,103.0
0.8074534161490683,6.87,5.21000000000004,8.21000000000004,1031.0,78.0,5.96,226.0,2.0,117.0
0.6894409937888198,7.76000000000005,6.55000000000001,9.32000000000005,1021.0,87.0,11.05,256.0,1.0,61.0
0.8996062992125984,14.7,13.88,18.1,1018.0,89.0,2.06,360.0,1.0,102.0
0.6299212598425197,14.98,12.95,18.03,1018.0,86.0,2.06,310.0,1.0,79.0
0.90748031496063,14.98,12.95,18.03,1018.0,86.0,2.06,310.0,1.0,116.0
0.6633858267716536,13.48,12.23,16.43,1019.0,94.0,2.57,310.0,2.0,67.0
0.7618110236220472,15.13,13.38,17.54,1017.0,85.0,3.09,150.0,1.0,97.0
0.7795275590551181,14.35,12.77,16.75,1012.0,93.0,3.6,150.0,1.0,79.0
0.6633858267716536,14.35,12.77,16.75,1012.0,93.0,3.6,150.0,1.0,82.0
0.7913385826771654,16.77,14.99,18.41,1006.0,83.0,3.6,150.0,1.0,82.0
0.7854330708661418,16.77,14.99,18.41,1006.0,83.0,3.6,150.0,1.0,83.0
0.8681102362204725,14.67,12.79,16.62,1004.0,86.0,2.06,310.0,1.0,94.0
0.8051181102362205,14.67,12.79,16.62,1004.0,86.0,2.06,310.0,1.0,101.0
0.8385826771653543,11.85,10.55,13.97,993.0,96.0,4.48,309.0,1.0,88.0
0.860236220472441,11.85,10.55,13.97,993.0,96.0,4.48,309.0,1.0,98.0
0.8464566929133859,15.5700000000001,14.52,17.3,1007.0,89.0,2.57,350.0,1.0,78.0
0.844488188976378,15.5700000000001,14.52,17.3,1007.0,89.0,2.57,350.0,1.0,93.0
0.90748031496063,15.14,13.23,17.2,1019.0,89.0,1.54,0.0,1.0,90.0
0.7913385826771654,15.14,13.23,17.2,1019.0,89.0,1.54,0.0,1.0,84.0
0.7421259842519685,15.04,12.83,17.54,1022.0,86.0,1.03,0.0,1.0,77.0
0.6220472440944882,15.04,12.83,17.54,1022.0,86.0,1.03,0.0,1.0,81.0
0.7125984251968503,14.24,12.79,16.62,1016.0,96.0,0.49,351.0,1.0,75.0
0.5708661417322834,14.24,12.79,16.62,1016.0,96.0,0.49,351.0,1.0,97.0
0.702755905511811,14.69,12.77,16.53,1014.0,94.0,2.35,182.0,1.0,73.0
0.7618110236220472,14.69,12.77,16.53,1014.0,94.0,2.35,182.0,1.0,89.0
0.7106299212598425,15.16,13.88,16.88,1012.0,88.0,0.51,0.0,1.0,79.0
0.5255905511811023,15.16,13.88,16.88,1012.0,88.0,0.51,0.0,1.0,107.0
0.6751968503937008,16.11,15.05,18.1,1016.0,93.0,3.6,320.0,1.0,71.0
0.6732283464566929,16.11,15.05,18.1,1016.0,93.0,3.6,320.0,1.0,104.0
0.7440944881889764,16.93,14.9,18.86,1020.0,79.0,5.66,320.0,1.0,77.0
0.6909448818897638,16.93,14.9,18.86,1020.0,79.0,5.66,320.0,1.0,120.0
0.655511811023622,16.64,14.39,20.3200000000001,1025.0,79.0,7.72,320.0,1.0,82.0
0.6181102362204725,16.64,14.39,20.3200000000001,1025.0,79.0,7.72,320.0,1.0,107.0
0.7559055118110236,14.76,11.7,17.8200000000001,1028.0,91.0,1.6,316.0,1.0,76.0
0.7322834645669292,14.76,11.7,17.8200000000001,1028.0,91.0,1.6,316.0,1.0,102.0
0.6692913385826772,17.48,14.1,20.23,1030.0,88.0,1.41,317.0,1.0,69.0
0.7795275590551181,17.48,14.1,20.23,1030.0,88.0,1.41,317.0,1.0,100.0
0.7224409448818898,22.05,19.36,24.03,1027.0,69.0,0.51,0.0,1.0,76.0
0.8188976377952756,22.05,19.36,24.03,1027.0,69.0,0.51,0.0,1.0,119.0
0.7913385826771654,21.25,19.52,23.03,1023.0,76.0,1.03,0.0,1.0,82.0
0.687007874015748,21.25,19.52,23.03,1023.0,76.0,1.03,0.0,1.0,98.0
0.8188976377952756,17.68,14.99,21.03,1020.0,93.0,0.68,323.0,1.0,78.0
0.8385826771653543,17.68,14.99,21.03,1020.0,93.0,0.68,323.0,1.0,117.0
0.7618110236220472,17.92,16.1,21.06,1024.0,87.0,0.51,0.0,1.0,79.0
0.7736220472440944,17.92,16.1,21.06,1024.0,87.0,0.51,0.0,1.0,88.0
0.8110236220472441,16.84,14.5,20.23,1024.0,93.0,1.87,173.0,2.0,85.0
0.860236220472441,16.84,14.5,20.23,1024.0,93.0,1.87,173.0,2.0,101.0
0.7677165354330708,18.33,15.72,21.21,1019.0,84.0,4.63,160.0,1.0,84.0
0.8051181102362205,14.74,13.94,15.88,1012.0,86.0,3.64,79.0,1.0,75.0
0.8917322834645669,14.74,13.94,15.88,1012.0,86.0,3.64,79.0,1.0,93.0
0.8188976377952756,13.79,12.12,15.7,1010.0,90.0,0.9,323.0,1.0,81.0
0.7559055118110236,13.79,12.12,15.7,1010.0,90.0,0.9,323.0,1.0,103.0
0.860236220472441,18.99,17.36,20.6,1010.0,72.0,2.06,130.0,1.0,91.0
0.8464566929133859,18.99,17.36,20.6,1010.0,72.0,2.06,130.0,1.0,95.0
0.8110236220472441,14.39,13.3200000000001,16.36,1008.0,97.0,1.07,171.0,1.0,78.0
0.8385826771653543,14.39,13.3200000000001,16.36,1008.0,97.0,1.07,171.0,1.0,101.0
0.7736220472440944,13.37,12.23,14.77,1005.0,89.0,1.78,229.0,1.0,88.0
0.8464566929133859,14.09,12.68,14.99,1007.0,77.0,6.69,240.0,1.0,100.0
0.8385826771653543,14.09,12.68,14.99,1007.0,77.0,6.69,240.0,1.0,108.0
0.75,12.91,11.66,14.52,1001.0,96.0,5.14,40.0,1.0,99.0
0.8464566929133859,12.91,11.66,14.52,1001.0,96.0,5.14,40.0,1.0,92.0
0.860236220472441,13.42,12.6,14.16,1008.0,94.0,2.03,280.0,1.0,98.0
0.7677165354330708,13.42,12.6,14.16,1008.0,94.0,2.03,280.0,1.0,99.0
0.7283464566929134,11.89,10.94,13.03,1011.0,92.0,2.04,327.0,1.0,75.0
0.8051181102362205,11.47,9.34000000000003,13.96,1015.0,97.0,1.14,282.0,1.0,78.0
0.7677165354330708,11.47,9.34000000000003,13.96,1015.0,97.0,1.14,282.0,1.0,106.0
0.8759842519685039,8.89000000000004,6.88,11.18,1014.0,97.0,0.39,249.0,1.0,72.0
0.8188976377952756,8.89000000000004,6.88,11.18,1014.0,97.0,0.39,249.0,1.0,104.0
0.7992125984251969,11.27,8.34000000000003,14.12,1013.0,91.0,0.67,258.0,1.0,71.0
0.8248031496062992,11.27,8.34000000000003,14.12,1013.0,91.0,0.67,258.0,1.0,90.0
0.9429133858267716,12.97,11.5700000000001,14.59,1005.0,87.0,3.11,156.0,1.0,81.0
0.8681102362204725,14.23,13.3200000000001,15.24,993.0,97.0,3.24,213.0,1.0,91.0
0.8681102362204725,14.23,13.3200000000001,15.24,993.0,97.0,3.24,213.0,1.0,88.0
0.9251968503937008,13.1,12.27,13.9,992.0,89.0,6.24,175.0,1.0,80.0
0.8110236220472441,14.86,13.94,15.55,999.0,95.0,4.82,261.0,1.0,92.0
0.9153543307086615,14.86,13.94,15.55,999.0,95.0,4.82,261.0,1.0,104.0
0.8326771653543307,15.29,13.38,17.21,1008.0,81.0,2.57,250.0,1.0,90.0
0.7992125984251969,15.29,13.38,17.21,1008.0,81.0,2.57,250.0,1.0,92.0
1.0,14.4,12.99,15.55,1013.0,94.0,3.55,269.0,1.0,75.0
0.8838582677165354,14.4,12.99,15.55,1013.0,94.0,3.55,269.0,1.0,94.0
0.8523622047244095,12.98,12.09,14.03,1016.0,93.0,2.72,189.0,1.0,74.0
0.8996062992125984,12.98,12.09,14.03,1016.0,93.0,2.72,189.0,1.0,101.0
0.8523622047244095,12.4,11.09,14.34,1016.0,89.0,3.6,140.0,1.0,95.0
0.9153543307086615,12.4,11.09,14.34,1016.0,89.0,3.6,140.0,1.0,102.0
0.8917322834645669,15.46,14.34,17.27,1017.0,79.0,4.12,190.0,1.0,78.0
0.8681102362204725,15.46,14.34,17.27,1017.0,79.0,4.12,190.0,1.0,99.0
0.8110236220472441,16.68,15.36,18.02,1019.0,74.0,1.54,0.0,1.0,92.0
0.9429133858267716,16.68,15.36,18.02,1019.0,74.0,1.54,0.0,1.0,96.0
0.8523622047244095,16.36,15.34,18.03,1012.0,82.0,2.57,200.0,1.0,79.0
0.8326771653543307,16.36,15.34,18.03,1012.0,82.0,2.57,200.0,1.0,124.0
0.8326771653543307,13.3200000000001,12.21,14.4,1016.0,83.0,5.14,310.0,1.0,90.0
0.8681102362204725,13.3200000000001,12.21,14.4,1016.0,83.0,5.14,310.0,1.0,91.0
0.7736220472440944,13.0,12.23,14.03,1019.0,94.0,3.97,284.0,1.0,80.0
0.7618110236220472,13.0,12.23,14.03,1019.0,94.0,3.97,284.0,1.0,101.0
0.8681102362204725,13.03,12.38,14.4,1018.0,92.0,3.09,280.0,1.0,76.0
